Vulnerabilities,Artifacts,VUL_Functions
CVE-2019-0212,org.apache.hbase:hbase-rest:2.1.3,"org.apache.hadoop.hbase.rest.SchemaResource:replace(org.apache.hadoop.hbase.TableName,org.apache.hadoop.hbase.rest.model.TableSchemaModel,javax.ws.rs.core.UriInfo,org.apache.hadoop.hbase.client.Admin);org.apache.hadoop.hbase.rest.RESTServer:addCSRFFilter(org.eclipse.jetty.servlet.ServletContextHandler,org.apache.hadoop.conf.Configuration);org.apache.hadoop.hbase.rest.SchemaResource:update(org.apache.hadoop.hbase.rest.model.TableSchemaModel,boolean,javax.ws.rs.core.UriInfo);org.apache.hadoop.hbase.rest.RESTServer:loginServerPrincipal(org.apache.hadoop.hbase.security.UserProvider,org.apache.hadoop.conf.Configuration);org.apache.hadoop.hbase.rest.filter.AuthFilter:getConfiguration(java.lang.String,javax.servlet.FilterConfig);org.apache.hadoop.hbase.rest.RESTServer:parseCommandLine(java.lang.String[],org.apache.hadoop.hbase.rest.RESTServlet);org.apache.hadoop.hbase.rest.RESTServer:getTrimmedStringList(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String);org.apache.hadoop.hbase.rest.RESTServer:main(java.lang.String[])"
CVE-2018-8026,org.apache.solr:solr-core:7.2.1,"org.apache.solr.schema.FileExchangeRateProvider:reload();org.apache.solr.schema.AbstractEnumField$EnumMapping:<init>(org.apache.solr.schema.IndexSchema,org.apache.solr.schema.FieldType,java.util.Map)"
CVE-2014-3579,org.apache.activemq:apollo-selector:1.7,org.apache.activemq.apollo.filter.XalanXPathEvaluator:evaluate(org.xml.sax.InputSource)
CVE-2019-16869,io.netty:netty-all:4.1.41.Final,io.netty.handler.codec.http.HttpObjectDecoder:splitHeader(io.netty.util.internal.AppendableCharSequence)
CVE-2019-11343,org.torpedoquery:org.torpedoquery:2.5.1,"org.torpedoquery.jpa.internal.conditions.NotLikeCondition:getLike();org.torpedoquery.jpa.internal.conditions.LikeCondition:getParameters();org.torpedoquery.jpa.internal.conditions.NotLikeCondition:getLike();org.torpedoquery.jpa.internal.conditions.LikeCondition:createQueryFragment(java.util.concurrent.atomic.AtomicInteger);org.torpedoquery.jpa.internal.conditions.ConditionBuilder:createLike(org.torpedoquery.jpa.internal.conditions.LikeCondition$Type,java.lang.String);org.torpedoquery.jpa.internal.conditions.NotLikeCondition:<init>(org.torpedoquery.jpa.internal.conditions.LikeCondition$Type,org.torpedoquery.jpa.internal.Selector,java.lang.String);org.torpedoquery.jpa.internal.conditions.NotLikeCondition:<init>(org.torpedoquery.jpa.internal.conditions.LikeCondition$Type,org.torpedoquery.jpa.internal.Selector,java.lang.String)"
CVE-2018-18628,ro.pippo:pippo-session:1.11.0,ro.pippo.session.SerializationSessionDataTranscoder:decode(java.lang.String)
CVE-2020-13936,org.apache.velocity:velocity-engine-core:2.0,"org.apache.velocity.util.introspection.SecureIntrospectorImpl:checkObjectExecutePermission(java.lang.Class,java.lang.String)"
CVE-2022-25312,org.apache.any23:apache-any23-core:2.3,org.apache.any23.extractor.rdfa.XSLTStylesheet:<init>(java.io.InputStream)
CVE-2019-11808,io.ratpack:ratpack-session:1.5.0,ratpack.session.internal.DefaultSessionIdGenerator:generateSessionId()
CVE-2019-11272,org.springframework.security:spring-security-core:4.2.3.RELEASE,"org.springframework.security.authentication.encoding.PlaintextPasswordEncoder:isPasswordValid(java.lang.String,java.lang.String,java.lang.Object);org.springframework.security.authentication.encoding.PlaintextPasswordEncoder:encodePassword(java.lang.String,java.lang.Object);org.springframework.security.authentication.encoding.PlaintextPasswordEncoder:isIgnorePasswordCase();org.springframework.security.authentication.encoding.PlaintextPasswordEncoder:setIgnorePasswordCase(boolean);org.springframework.security.authentication.encoding.PlaintextPasswordEncoder:obtainPasswordAndSalt(java.lang.String);org.springframework.security.authentication.dao.DaoAuthenticationProvider:<init>()"
CVE-2012-5887,tomcat:catalina:5.5.23,"org.apache.catalina.authenticator.DigestAuthenticator:<init>();org.apache.catalina.authenticator.DigestAuthenticator:<init>();org.apache.catalina.authenticator.DigestAuthenticator:removeQuotes(java.lang.String,boolean);org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,org.apache.catalina.connector.Response,org.apache.catalina.deploy.LoginConfig)"
CVE-2015-5345,org.apache.tomcat:tomcat-catalina:9.0.0.M1,"org.apache.catalina.servlets.DefaultServlet:serveResource(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,boolean,java.lang.String);org.apache.catalina.authenticator.FormAuthenticator:authenticate(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse);org.apache.catalina.servlets.DefaultServlet:getRelativePath(javax.servlet.http.HttpServletRequest);org.apache.catalina.servlets.WebdavServlet:getRelativePath(javax.servlet.http.HttpServletRequest);org.apache.catalina.mapper.Mapper:internalMapWrapper(org.apache.catalina.mapper.Mapper$ContextVersion,org.apache.tomcat.util.buf.CharChunk,org.apache.catalina.mapper.MappingData)"
CVE-2013-6397,org.apache.solr:solr-core:4.4.0,org.apache.solr.cloud.ZkSolrResourceLoader:openResource(java.lang.String);org.apache.solr.cloud.ZkSolrResourceLoader:getConfigDir();org.apache.solr.cloud.ZkSolrResourceLoader:openResource(java.lang.String)
CVE-2015-5377,org.elasticsearch:elasticsearch:1.5.2,org.elasticsearch.common.io.ThrowableObjectInputStream:readClassDescriptor();org.elasticsearch.transport.local.LocalTransportChannel:sendResponse(java.lang.Throwable);org.elasticsearch.transport.netty.NettyTransportChannel:sendResponse(java.lang.Throwable)
CVE-2016-6795,org.apache.struts:struts2-core:2.3.20,"org.apache.struts2.views.util.DefaultUrlHelper:decode(java.lang.String);org.apache.struts2.views.util.DefaultUrlHelper:parseQueryString(java.lang.String,boolean)"
CVE-2013-7315,org.springframework:spring-web:4.0.0.RELEASE,org.springframework.http.converter.xml.Jaxb2CollectionHttpMessageConverter:createXmlInputFactory()
CVE-2013-2254,org.apache.sling:org.apache.sling.servlets.post:2.3.0,"org.apache.sling.servlets.post.impl.operations.AbstractCreateOperation:deepGetOrCreateNode(org.apache.sling.api.resource.ResourceResolver,java.lang.String,java.util.Map,java.util.List,org.apache.sling.servlets.post.VersioningConfiguration);org.apache.sling.servlets.post.impl.operations.AbstractCreateOperation:deepGetOrCreateNode(org.apache.sling.api.resource.ResourceResolver,java.lang.String,java.util.Map,java.util.List,org.apache.sling.servlets.post.VersioningConfiguration)"
CVE-2011-2526,tomcat:catalina:5.5.23,"org.apache.catalina.connector.Request:setAttribute(java.lang.String,java.lang.Object);org.apache.catalina.connector.Request:setAttribute(java.lang.String,java.lang.Object);org.apache.catalina.connector.Request:setAttribute(java.lang.String,java.lang.Object)"
CVE-2018-1336,org.apache.tomcat:tomcat-util:9.0.7,"org.apache.tomcat.util.buf.Utf8Decoder:decodeHasArray(java.nio.ByteBuffer,java.nio.CharBuffer)"
CVE-2017-12630,org.apache.drill.exec:drill-java-exec:1.11.0,org.apache.drill.exec.server.rest.WebServer:start();org.apache.drill.exec.server.rest.DrillRestServer:<init>(org.apache.drill.exec.work.WorkManager)
CVE-2020-2933,mysql:mysql-connector-java:5.1.38,"com.mysql.jdbc.BestResponseTimeBalanceStrategy:pickConnection(com.mysql.jdbc.LoadBalancedConnectionProxy,java.util.List,java.util.Map,long[],int)"
CVE-2020-1933,org.apache.nifi:nifi-web-api:1.10.0,"org.apache.nifi.web.api.ProcessGroupResource:isProcessorActionComplete(java.util.Set,org.apache.nifi.registry.variable.VariableRegistryUpdateRequest,java.util.Set,org.apache.nifi.controller.ScheduledState);org.apache.nifi.web.api.ProcessGroupResource:uploadTemplate(javax.servlet.http.HttpServletRequest,javax.ws.rs.core.UriInfo,java.lang.String,java.lang.Boolean,java.io.InputStream);org.apache.nifi.web.api.ProcessGroupResource:importTemplate(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.nifi.web.api.entity.TemplateEntity)"
CVE-2020-13933,org.apache.shiro:shiro-web:1.3.2,org.apache.shiro.web.mgt.CookieRememberMeManager:getRememberedSerializedIdentity(org.apache.shiro.subject.SubjectContext)
CVE-2017-14063,org.asynchttpclient:async-http-client:2.0.24,"org.asynchttpclient.uri.UriParser:removeTailing2Dots();org.asynchttpclient.uri.UriParser:inheritContextQuery(org.asynchttpclient.uri.Uri,boolean);org.asynchttpclient.uri.UriParser:trimLeft(java.lang.String);org.asynchttpclient.uri.UriParser:removeTrailingDot();org.asynchttpclient.uri.UriParser:handleRelativePath();org.asynchttpclient.uri.UriParser:computeUserInfo();org.asynchttpclient.uri.UriParser:isValidProtocolChars(java.lang.String);org.asynchttpclient.uri.UriParser:parseAuthority();org.asynchttpclient.uri.UriParser:currentPositionStartsWith4Slashes();org.asynchttpclient.uri.UriParser:computeRegularPath();org.asynchttpclient.uri.UriParser:computeInitialScheme(java.lang.String);org.asynchttpclient.uri.UriParser:removeStartingDot();org.asynchttpclient.uri.UriParser:isFragmentOnly(java.lang.String);org.asynchttpclient.uri.UriParser:removeEmbedded2Dots();org.asynchttpclient.uri.UriParser:splitUrlAndQuery(java.lang.String);org.asynchttpclient.uri.UriParser:computePath(boolean);org.asynchttpclient.uri.UriParser:currentPositionStartsWith2Slashes();org.asynchttpclient.uri.UriParser:overrideWithContext(org.asynchttpclient.uri.Uri,java.lang.String);org.asynchttpclient.uri.UriParser:trimRight(java.lang.String);org.asynchttpclient.uri.UriParser:computeAuthority();org.asynchttpclient.uri.UriParser:computeFragment(java.lang.String);org.asynchttpclient.uri.UriParser:computeIPV6();org.asynchttpclient.uri.UriParser:parse(org.asynchttpclient.uri.Uri,java.lang.String)"
CVE-2018-1335,org.apache.tika:tika-core:1.17,org.apache.tika.io.EndianUtils:readUE7(java.io.InputStream)
CVE-2021-31411,com.vaadin:flow-server:2.4.0,"com.vaadin.flow.server.frontend.JarContentsManager:copyJarEntryTrimmingBasePath(java.util.jar.JarFile,java.util.zip.ZipEntry,java.lang.String,java.io.File)"
CVE-2016-3083,org.apache.hive:hive-service:2.0.0,"org.apache.hive.service.auth.HiveAuthFactory:getSSLSocket(java.lang.String,int,int,java.lang.String,java.lang.String);org.apache.hive.service.auth.HiveAuthFactory:getSSLSocket(java.lang.String,int,int)"
CVE-2012-0394,org.apache.struts.xwork:xwork-core:2.2.3.1,"com.opensymphony.xwork2.interceptor.ParametersInterceptor:setAcceptParamNames(java.lang.String);com.opensymphony.xwork2.config.entities.ActionConfig$Builder:<init>(com.opensymphony.xwork2.config.entities.ActionConfig);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:setRepopulateField(java.lang.String);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:getRepopulateField();com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:doValidate(java.lang.Object);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:validate(java.lang.Object);com.opensymphony.xwork2.interceptor.ConversionErrorInterceptor:getOverrideExpr(com.opensymphony.xwork2.ActionInvocation,java.lang.Object);com.opensymphony.xwork2.interceptor.ParametersInterceptor:setExcludeParams(java.lang.String);com.opensymphony.xwork2.interceptor.ParametersInterceptor:asCollection(java.lang.String);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:repopulateField(java.lang.Object)"
CVE-2018-8036,org.apache.pdfbox:fontbox:1.8.4,org.apache.fontbox.afm.AFMParser:readLine();org.apache.fontbox.afm.AFMParser:readString()
CVE-2020-27218,org.eclipse.jetty:jetty-server:10.0.0,"org.eclipse.jetty.server.handler.gzip.GzipHttpInputInterceptor:readFrom(org.eclipse.jetty.server.HttpInput$Content);org.eclipse.jetty.server.HttpChannelState:sendError(int,java.lang.String);org.eclipse.jetty.server.HttpConnection:onCompleted();org.eclipse.jetty.server.HttpChannel:handle();org.eclipse.jetty.server.Response:sendRedirect(int,java.lang.String);org.eclipse.jetty.server.handler.SecuredRedirectHandler:handle(java.lang.String,org.eclipse.jetty.server.Request,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.eclipse.jetty.server.handler.ContextHandler:checkContext(java.lang.String,org.eclipse.jetty.server.Request,javax.servlet.http.HttpServletResponse);org.eclipse.jetty.server.HttpInput:consumeAll();org.eclipse.jetty.server.HttpInput:recycle()"
CVE-2021-30468,org.apache.cxf:cxf-rt-rs-json-basic:3.4.3,"org.apache.cxf.jaxrs.json.basic.JsonMapObjectReaderWriter:toJsonInternal(org.apache.cxf.jaxrs.json.basic.JsonMapObjectReaderWriter$Output,java.util.Map);org.apache.cxf.jaxrs.json.basic.JsonMapObjectReaderWriter:toJsonInternal(org.apache.cxf.jaxrs.json.basic.JsonMapObjectReaderWriter$Output,java.lang.Object,boolean)"
CVE-2016-1000031,commons-fileupload:commons-fileupload:1.3.1,org.apache.commons.fileupload.disk.DiskFileItem:readObject(java.io.ObjectInputStream);org.apache.commons.fileupload.disk.DiskFileItem:writeObject(java.io.ObjectOutputStream)
CVE-2016-0734,org.apache.activemq:activemq-web:5.13.1,"org.apache.activemq.web.XFrameOptionsFilter:init(javax.servlet.FilterConfig);org.apache.activemq.web.XFrameOptionsFilter:doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)"
CVE-2021-31684,net.minidev:json-smart:2.3,"net.minidev.json.parser.JSONParserByteArray:indexOf(char,int)"
CVE-2010-2227,org.apache.tomcat:coyote:6.0.18,"org.apache.coyote.http11.Http11Processor:initializeFilters();org.apache.coyote.http11.Http11AprProcessor:addInputFilter(org.apache.coyote.http11.InputFilter[],java.lang.String);org.apache.coyote.http11.filters.BufferedInputFilter:recycle();org.apache.coyote.http11.Http11Processor:addInputFilter(org.apache.coyote.http11.InputFilter[],java.lang.String);org.apache.coyote.http11.filters.BufferedInputFilter:recycle();org.apache.coyote.http11.Http11AprProcessor:initializeFilters()"
CVE-2014-3656,org.keycloak:keycloak-services:1.0.2.Final,"org.keycloak.services.resources.RealmsResource:getLoginStatusIframe(java.lang.String,java.lang.String,java.lang.String)"
CVE-2015-3198,io.undertow:undertow-core:1.1.0.Final,"io.undertow.server.handlers.resource.FileResourceManager:getResource(java.lang.String);io.undertow.server.handlers.resource.ResourceHandler:serveResource(io.undertow.server.HttpServerExchange,boolean)"
CVE-2017-1000486,org.primefaces:primefaces:5.1,org.primefaces.application.resource.StreamedContentHandler:handle(javax.faces.context.FacesContext)
CVE-2021-22118,org.springframework:spring-web:5.3.6,"org.springframework.http.codec.multipart.SynchronossPartHttpMessageReader:read(org.springframework.core.ResolvableType,org.springframework.http.ReactiveHttpInputMessage,java.util.Map);org.springframework.http.codec.multipart.SynchronossPartHttpMessageReader$SynchronossPartGenerator:accept(reactor.core.publisher.FluxSink)"
CVE-2020-5412,org.springframework.cloud:spring-cloud-netflix-hystrix-dashboard:2.2.3.RELEASE,"org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardConfiguration$ProxyStreamServlet:doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardConfiguration:proxyStreamServlet();org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardConfiguration$ProxyStreamServlet:<init>()"
CVE-2018-8039,org.apache.cxf:cxf-rt-transports-http:3.0.5,"org.apache.cxf.transport.https.HttpsURLConnectionFactory:decorateWithTLS(org.apache.cxf.configuration.jsse.TLSClientParameters,java.net.HttpURLConnection)"
CVE-2019-17554,org.apache.olingo:odata-server-core:4.4.0,org.apache.olingo.server.core.deserializer.xml.ODataXmlDeserializer:getReader(java.io.InputStream)
CVE-2014-3625,org.springframework:spring-webmvc:4.1.1.RELEASE,"org.springframework.web.servlet.resource.PathResourceResolver:getResource(java.lang.String,org.springframework.core.io.Resource);org.springframework.web.servlet.resource.ResourceHttpRequestHandler:getResource(javax.servlet.http.HttpServletRequest);org.springframework.web.servlet.resource.ResourceHttpRequestHandler:afterPropertiesSet();org.springframework.web.servlet.resource.ResourceHttpRequestHandler:isInvalidPath(java.lang.String)"
CVE-2017-12624,org.apache.cxf:cxf-core:3.0.4,"org.apache.cxf.attachment.AttachmentDeserializer:<init>(org.apache.cxf.message.Message,java.util.List);org.apache.cxf.attachment.AttachmentDeserializer:readLine(java.io.InputStream)"
CVE-2020-5410,org.springframework.cloud:spring-cloud-config-server:2.2.0.RELEASE,"org.springframework.cloud.config.server.resource.GenericResourceRepository:findOne(java.lang.String,java.lang.String,java.lang.String,java.lang.String)"
CVE-2018-11797,org.apache.pdfbox:pdfbox:2.0.8,org.apache.pdfbox.pdfparser.COSParser:checkPages(org.apache.pdfbox.cos.COSDictionary);org.apache.pdfbox.cos.COSArray:toFloatArray();org.apache.pdfbox.pdfparser.COSParser:checkPagesDictionary(org.apache.pdfbox.cos.COSDictionary)
CVE-2017-5645,org.apache.logging.log4j:log4j-core:2.7,"org.apache.logging.log4j.core.net.server.TcpSocketServer:createSerializedSocketServer(int,int,java.net.InetAddress);org.apache.logging.log4j.core.net.server.ObjectInputStreamLogEventBridge:wrapStream(java.io.InputStream);org.apache.logging.log4j.core.net.server.TcpSocketServer:main(java.lang.String[]);org.apache.logging.log4j.core.net.server.ObjectInputStreamLogEventBridge:logEvents(java.io.ObjectInputStream,org.apache.logging.log4j.core.LogEventListener);org.apache.logging.log4j.core.net.server.UdpSocketServer:main(java.lang.String[])"
